ID,Артикул,Производитель,Название,Ед. Изм.,Кол-во,Кол. Вн. склады,Цена
54945,LLP-R63-5-230-40-E27,ЭЛЕКТРОМЕХАНИКА,Лампа светодиодная R63 рефлектор 5 Вт 400 Лм 230 В 4000 К E27,шт,20,,311.58
54788,069851,ЭЛЕКТРОМЕХАНИКА,Выключатель проходной 1-клав. С/У белый в сборе безвинт. зажимы IP55 Plexo (Legrand),шт,1,,409.99
257772,782214,ЭЛЕКТРОМЕХАНИКА,Quteo Розетка телефонная RJ11 наружная белая,шт,13,,0.0
58383,LSR2-2-030-20-1-05,ЭЛЕКТРОМЕХАНИКА,"Лента светодиодная 5м блистер LSR-5050W30-7,2-IP20-12V IEK",шт,29,,338.0
56101,LSR1-1-120-65-1-05,ЭЛЕКТРОМЕХАНИКА,Лента LED 5м  блистер LSR-3528WW120-9.6-IP65-12V теплый белый цвет IEK-eco,упак,4,,1087.94
11491,MVA00D-KS-1,ЭЛЕКТРОМЕХАНИКА,Контакт состояния КС 47 дополнительный на DIN-рейку (ИЭК),шт,2,,357.36
11307,MVA00D-RN,ЭЛЕКТРОМЕХАНИКА,Расцепитель независимый РН47 на DIN-рейку (ИЭК),шт,21,,1000.57
29685,MVA00D-AK-1,ЭЛЕКТРОМЕХАНИКА,Контакт состояния КСВ 47 дополнительный на DIN-рейку (ИЭК),шт,1,,428.81
51233,LLPO2-2030-1-36-K02,ЭЛЕКТРОМЕХАНИКА,Светильник переносной ЛПО (ЛРО) 2030 36Вт 230В G11 шнур 5м (ИЭК),шт,6,,944.63
51232,LLPO0-2006-1-8-K02,ЭЛЕКТРОМЕХАНИКА,Светильник переносной ЛПО (ЛРО) 2006 8Вт 230В T5/G5 шнур 5м (ИЭК),шт,12,,516.56
10849,EM0010849,ЭЛЕКТРОМЕХАНИКА,Розетка телефонная 2-мест. О/У 2хRJ-14 мини TJCM2 6P4C-W,шт,310,,139.75
61267,EM0061267,ЭЛЕКТРОМЕХАНИКА,Металлорукав РЗ-Ц-НГ-12,м,50,,24.46
53964,055573,ЭЛЕКТРОМЕХАНИКА,Розетка промышленная О/У настенная P 17 IP 44 32 А (Legrand),шт,5,,604.48
128444,128444,ЭЛЕКТРОМЕХАНИКА,Светильник НПП 03-100-006 У IP65 ЛН E27 100 Вт (Владасвет),шт,8,,438.32
73418,73418,ЭЛЕКТРОМЕХАНИКА,Пускатель ПМЛ-2100 25А,шт,4,,925.05
183910,PR08.2534,ЭЛЕКТРОМЕХАНИКА,"Скоба металлическая однолапковая СМО 19-20 (50шт /уп, 2500 шт/кор) (PR08.2534)",шт,80,,2.0
21765,21765,ЭЛЕКТРОМЕХАНИКА,Ручка ОНВ125J12 (черная) на дверь для ОТ400...800 Е3,шт,1,15.0,1736.63
11232,2582522004417,ЭЛЕКТРОМЕХАНИКА,ПМ 12-040552 220В,шт,1,,0.0
9937,9937,ЭЛЕКТРОМЕХАНИКА,"S 231R C 1P 50 А 4,5кА (ABB)",шт,8,,227.24
7485,355105,ЭЛЕКТРОМЕХАНИКА,ВЛ-64 220 (1-10сек),шт,1,,962.17
6346,6346,ЭЛЕКТРОМЕХАНИКА,Лампа ENR-22 d 22мм синий неон/230В (XB2-EV161 Sassin),шт,10,,22.58
3249,3249,ЭЛЕКТРОМЕХАНИКА,ПМ 12-040202 220В 1з,шт,2,,650.02
29936,29936,ЭЛЕКТРОМЕХАНИКА,"Ручка упр. черная через дверь ОНВ65J6E011 полож , для руб. ОТ160...250Е3C",шт,1,,1151.07
2178,2178,ЭЛЕКТРОМЕХАНИКА,"Кабель КММ 4х 0,35",м,138,,0.0
1667,1667,ЭЛЕКТРОМЕХАНИКА,Кабель RG 11/U,м,163,,20.15
1662,1662,ЭЛЕКТРОМЕХАНИКА,Кабель RG 6/U CCS,м,150,,8.97
9088,9088,ЭЛЕКТРОМЕХАНИКА,Кабель SAT 50 (75 Ом),м,50,,10.21
2919,2919,ЭЛЕКТРОМЕХАНИКА,"Кабель UTP-5e 1х2х0,52 CCA",м,500,,7.37
2920,2920,ЭЛЕКТРОМЕХАНИКА,"Кабель UTP-5e 2х2х0,52 ССА",м,528,,6.24
2921,2921,ЭЛЕКТРОМЕХАНИКА,"Кабель UTP-5e 4х2х0,52 CCA",м,1014,,9.75
2915,2915,ЭЛЕКТРОМЕХАНИКА,"Кабель FTP 5e 4х2х0,52 ССА",м,630,,10.4
73556,73556,ЭЛЕКТРОМЕХАНИКА,"Светильник аварийный светодиодный BS-UNIVERSAL-943-10х0,3 LED",шт,2,1.0,7671.34
51598,2CSR255040R1104,ЭЛЕКТРОМЕХАНИКА,Автомат дифференциальный DS201 1P AC C 10 А 30 мА (ABB),шт,5,,6077.95
69441,MAD32-5-010-C-10,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель дифференциального тока АВДТ32М С10 10мА IEK,шт,4,,1939.23
64946,GSL000151,ЭЛЕКТРОМЕХАНИКА,Выключатель 2-клав. С/У в рамку схема 5 белый (GLOSSA),шт,5,17751.0,107.5
50466,KP-151-18,ЭЛЕКТРОМЕХАНИКА,Коробка-переходник КП-151-18,шт,8,14.0,35.91
64992,VS616-256-28,ЭЛЕКТРОМЕХАНИКА,"Выключатель проходной С/У W59, 2-клав. 16А, крем. (Schneider Electric)",шт,16,,209.93
40962,RTS-151-18,ЭЛЕКТРОМЕХАНИКА,"Розетка W59 1-мест. телевизионная, белая",шт,20,,161.73
40964,RSI-152T-18,ЭЛЕКТРОМЕХАНИКА,"Розетка W59 1-мест. телефонная RJ-11, белая",шт,18,,150.02
40963,RTS-151-28,ЭЛЕКТРОМЕХАНИКА,"Розетка W59 1-мест. телевизионная, слон. кость",шт,4,,117.38
40958,RS16-152-28,ЭЛЕКТРОМЕХАНИКА,RS16-152-28 РС16-152-28 W59 одинарная с З/К крем.,шт,27,153.0,156.23
40954,RSI-152K5E-28,ЭЛЕКТРОМЕХАНИКА,"Розетка W59 1-мест. компьютерная RJ-45 кат. 5е, слон. кость",шт,8,,265.87
40953,4607050335593,ЭЛЕКТРОМЕХАНИКА,"Розетка W59 2-мест. телефонная RJ-11 + компьютерная RJ-45 кат. 5е, белая",шт,4,,297.61
40952,RSI-152K5E-18,ЭЛЕКТРОМЕХАНИКА,Розетка комп. RJ-45 кат. 5е 1-мест. белая W59 (SE),шт,1,,258.15
40926,SR-5S2-28,ЭЛЕКТРОМЕХАНИКА,"Диммер С/У W59, 600 Вт, слон. кость (Schneider Electric)",шт,5,,1560.0
40924,VS0516-351-28,ЭЛЕКТРОМЕХАНИКА,"Выключатель С/У W59, 3-клав. 16А, слон. кость. (Schneider Electric)",шт,1,18.0,194.9
40943,KD-4-28,ЭЛЕКТРОМЕХАНИКА,Рамка W59 четырёхместная слон. кость,шт,11,18.0,83.35
42537,RSI-251TK5E-28,ЭЛЕКТРОМЕХАНИКА,"Розетка W59 2-мест. телефонная RJ-11 + компьютерная RJ-45 кат. 5е, слон. кость",шт,6,,280.71
40941,KD-3-28,ЭЛЕКТРОМЕХАНИКА,Рамка W59 трёхместная слон. кость,шт,3,,87.81
40935,KD-2-18,ЭЛЕКТРОМЕХАНИКА,Рамка W59 двухместная белая,шт,4,,51.76
40936,KD-2-28,ЭЛЕКТРОМЕХАНИКА,Рамка W59 двухместная слон. кость,шт,28,,52.66
44321,EVG10-K01-10-AC,ЭЛЕКТРОМЕХАНИКА,Выключатель Легата С/У 1-клавишный бел. (ИЭК),шт,6,,16.9
60371,EVG10-K33-10-AC,ЭЛЕКТРОМЕХАНИКА,Выключатель 1-клав. (в сборе) ВС10-1-0-ГКм крем. Легата (ИЭК),шт,4,,22.68
39102,EM0039102,ЭЛЕКТРОМЕХАНИКА,"3 х 1,5 660 В (Электромеханика)",м,50,,45.76
117,EM0000117,ЭЛЕКТРОМЕХАНИКА,Труба с зондом ПВХ D 25 бухта 50м (Электромеханика),м,50,,10.38
137,2582522003496,ЭЛЕКТРОМЕХАНИКА,Труба ПНД гофрированная тяжёлая D 40 бухта 15 м.,м,60,,51.69
135,2582522003472,ЭЛЕКТРОМЕХАНИКА,Труба ПНД гофрированная тяжёлая D 25 бухта 50 м.,м,100,,21.65
67913,CTA12D-Z110-K02-1,ЭЛЕКТРОМЕХАНИКА,Заглушка для двустенной трубы d110,шт,20,,85.32
153272,752406,Legrand,Legrand Valena LIFE DIY Бел Переключатель 1-клавишный 10А 250В,шт,2,,353.24
139846,638071,Legrand,"Суппорт Mosaic - 2 модуля - для кабель-каналов Metra 85х50, 100х50 и 130х50",шт,8,,84.77
66445,66445,ЭЛЕКТРОМЕХАНИКА,"2 х 0,75",м,300,,0.0
236,2200050075166,ЭЛЕКТРОМЕХАНИКА,Соединитель угловой разборный угловой D 16,шт,575,,11.77
237,EM0000237,ЭЛЕКТРОМЕХАНИКА,Соединитель угловой разборный угловой D 20 (Электромеханика),шт,440,35.0,9.55
239,EM0000239,ЭЛЕКТРОМЕХАНИКА,Соединитель угловой разборный угловой D 32 (Электромеханика),шт,619,,17.27
274,EM0000274,ЭЛЕКТРОМЕХАНИКА,Соединитель угловой плавный с раструбом D 20 (Электромеханика),шт,253,,11.51
275,EM0000275,ЭЛЕКТРОМЕХАНИКА,Соединитель угловой плавный с раструбом D 25 (Электромеханика),шт,505,,15.95
273,EM0000273,ЭЛЕКТРОМЕХАНИКА,Соединитель угловой плавный с раструбом D 16 (Электромеханика),шт,543,,9.71
7835,RA16-112B-BI,ЭЛЕКТРОМЕХАНИКА,RA16-112B-BI РА16-112Б-Би Рондо с З/К одинарная бел. с крышкой IP44,шт,10,,106.87
41075,S16-067-BI,ЭЛЕКТРОМЕХАНИКА,"Выключатель Рондо 1-клав. С/У, 6А, белый (Schneider Electric)",шт,58,,74.01
40757,RS16-756-BI,ЭЛЕКТРОМЕХАНИКА,Розетка Рондо С/У с З/К двойная бел. со шторками,шт,51,,89.38
130030,130030,ЭЛЕКТРОМЕХАНИКА,"Розетка Этюд двойная C/У с з/к, белая (Shneider Electric)",шт,19,6415.0,149.21
44972,KA10-001B,ЭЛЕКТРОМЕХАНИКА,"Выключатель Этюд кнопочный О/У, белый (Schneider Electric)",шт,28,602.0,89.94
66204,LDVO0-6565-36-0-4500-K01,ЭЛЕКТРОМЕХАНИКА,Панель светодиодная ДВО 6565 36Вт 595х595х10 4500К eco (без драйвера!),шт,43,,888.84
257912,2853462A,ЭЛЕКТРОМЕХАНИКА,Светильник ДВО-36W 595х595х11 6500K 3000Lm IP40 PPL PRO 595/R призма,шт,28,,0.0
53915,LDBO0-1008-0-16-K03,ЭЛЕКТРОМЕХАНИКА,Светильник светодиодный ДБО 1008 16Вт алюм. (ИЭК),шт,9,,365.81
258166,rsv-ssp-36w-4000k-IP65,ЭЛЕКТРОМЕХАНИКА,Светодиодый пылевлагозащищенный светильик RSV IP65,шт,1,,0.0
41842,41842,ЭЛЕКТРОМЕХАНИКА,Муфта МВПнг d 38,шт,81,,69.15
37687,37687,ЭЛЕКТРОМЕХАНИКА,Муфта МВПнг d 50,шт,30,,134.12
41841,41841,ЭЛЕКТРОМЕХАНИКА,Муфта МВПнг d 32,шт,97,,43.45
152452,8015644512866,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель АВВ T1B 160 40-630А 3p,шт,1,,0.0
39845,39845,ЭЛЕКТРОМЕХАНИКА,Коробка для радиофикации РОН-2 (240 Ом),шт,8,,232.59
20849,2582522004424,ЭЛЕКТРОМЕХАНИКА,ПМ 12-040602 36 В,шт,1,,1159.69
54699,4050300433998,ЭЛЕКТРОМЕХАНИКА,Лампа металлогалогенная HQI-E 150/WDL 150Вт 220В Е27 2900К прозрачная (OSRAM),шт,13,,2503.87
23807,23807,ЭЛЕКТРОМЕХАНИКА,Лампа металлогалогенная HQI-TS 150W/NDL/EXCELLENCE RX7S (Osram),шт,2,,805.95
35211,35211,ЭЛЕКТРОМЕХАНИКА,"Пускатель ПМ 12-010610 220В 4з+2р IP54 РТТ 10-8,5 А",шт,9,8.0,1967.36
357,357,ЭЛЕКТРОМЕХАНИКА,Коробка 670 20 70х50(тусо) IP55,шт,25,,23.81
361,361,ЭЛЕКТРОМЕХАНИКА,Коробка 670 55 140х200х75(тусо) IP55,шт,1,2660.0,180.22
40968,40968,ЭЛЕКТРОМЕХАНИКА,Коробка 650 02 55х55х32(тусо),шт,5,2380.0,19.96
37670,37670,ЭЛЕКТРОМЕХАНИКА,Коробка 10184 72х48,шт,1,31490.0,8.99
54800,MKM13-V-48-31-ZK-U,ЭЛЕКТРОМЕХАНИКА,"Корпус металлический ЩРв- 48зк-1 38 (4х12 мод.) 730х352х138 (705х330х135) IP31 ""UNIVERSAL"" (ИЭК)",шт,4,,3351.87
69515,MKM14-N-48-30-Z-L,ЭЛЕКТРОМЕХАНИКА,"Корпус металлический ЩРн-48-1 36 IP31 ""LIGHT""",шт,1,,1105.49
69617,MKP22-N-36-40-06,ЭЛЕКТРОМЕХАНИКА,Бокс ЩРН-Пм-36 мод. навесн. пластик ИЭК,шт,1,,976.63
255674,4050300412955,ЭЛЕКТРОМЕХАНИКА,Лампа металлогалогенная HQI-TS 70W/WDL/EXCELLENCE RX7S (Osram),шт,21,,0.0
51352,WYP10-16-02-02-Z,ЭЛЕКТРОМЕХАНИКА,Удлинитель 2 м 2-мест. с З/К У02 16А/250В (ИЭК),шт,4,,100.0
51357,WYP10-16-03-03-Z,ЭЛЕКТРОМЕХАНИКА,Удлинитель 3 м 3-мест. с З/К У03 16А/250В (ИЭК),шт,3,,143.2
51358,WYP10-16-04-03-Z,ЭЛЕКТРОМЕХАНИКА,Удлинитель 3 м 4-мест. с З/К У04 16А/250В (ИЭК),шт,1,,175.5
16228,EM0016228,ЭЛЕКТРОМЕХАНИКА,"Счётчик Меркурий 230 AM-03 5(7,5)A 0,5S",шт,8,,0.0
10207,EM0010207,ЭЛЕКТРОМЕХАНИКА,"Счётчик Меркурий 230 ART-03 CN 5(7,5)А 0,5S/1,0",шт,1,,7243.6
56170,4660019150705,ЭЛЕКТРОМЕХАНИКА,"Счётчик Меркурий 234 ART-03 P 5(10)А 0,5/1,0",шт,1,,6728.57
57239,LLPO0-3016-1-10-K01,ЭЛЕКТРОМЕХАНИКА,Светильник ЛПО 3016 10Вт 230В T8/G13 (ИЭК),шт,19,,443.14
69048,LLBA0-3924-1-20-K01,ЭЛЕКТРОМЕХАНИКА,"Светильник ЛБА 3924, аккумулятор, 4 ч., 1х20Вт, T8/G13 ИЭК",шт,2,,1281.92
56508,LDPO0-1303-6-1-K03,ЭЛЕКТРОМЕХАНИКА,Светильник ДПО 1303 серый круг LED 6х1Вт IP54 (ИЭК),шт,1,,855.02
40959,RS16-152B-28,ЭЛЕКТРОМЕХАНИКА,"Розетка W59 IP44 с З/К, с крышкой сл.кость",шт,18,,150.0
40868,2582522004318,ЭЛЕКТРОМЕХАНИКА,"Трансформатор тока Т-0,66 200 / 5 5 ВА 0.5 пластик (Кострома)",шт,3,,495.88
53304,KKP-025-230-01,ЭЛЕКТРОМЕХАНИКА,Пускатель ПМ12-025101 230 В,шт,2,,381.95
53303,KKP-040-230-01,ЭЛЕКТРОМЕХАНИКА,Пускатель ПМ12-040151 230 В,шт,5,,678.73
10319,10319,ЭЛЕКТРОМЕХАНИКА,"Трансформатор тока Т-0,66 30 / 5 5 ВА 0.5 (Самара)",шт,2,,356.03
3545,38107,ЭЛЕКТРОМЕХАНИКА,"Трансформатор тока Т-0,66 200 / 5 5 ВА 0.5 (Самара)",шт,3,,505.48
140748,140748,ЭЛЕКТРОМЕХАНИКА,Муфта 4ПСтБ-В-150/240,шт,1,,0.0
142345,142345,ЭЛЕКТРОМЕХАНИКА,Муфта соединительная для греющего кабеля,шт,20,,0.0
131357,131357,ЭЛЕКТРОМЕХАНИКА,"СМ28-10 (В15d/18), лампа накаливания",шт,2,,142.9
140167,LL-513,ЭЛЕКТРОМЕХАНИКА,Светильник светодиодный ДО-50Вт переносной 6400К 4000Лм IP65 (LL-513),шт,26,,0.0
257232,257232,ЭЛЕКТРОМЕХАНИКА,"Резистор 5,4 кОм",шт,35,,0.0
442447,2903331,,Phoenix Contact Релейный модуль RIF-1-RPT-LV-230,шт,8,,0.0
442449,2941374,,Phoenix Contact Клемма полупроводниковых реле DEK-OV- 24DC/ 24,шт,18,,0.0
442450,2964649,,Phoenix Contact Клемма полупроводниковых реле DEK-OV- 24DC/240,шт,4,,0.0
257810,ETM6001954,ЭЛЕКТРОМЕХАНИКА,"Скрутка СИЗ-3 2,5-5,5 оранж.(50шт) (71137) Navigator",шт,3,26.0,0.0
179981,15647552,ЭЛЕКТРОМЕХАНИКА,Сверло-бур по бетону (25х1000мм; SDS+) Optim 792510,шт,10,,0.0
140068,140068,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель ВА-101 40А 3Р C 3кА DEKraft,шт,11,,269.91
137180,137180,ЭЛЕКТРОМЕХАНИКА,"Реле времени ПВЛ 11М0,4 (0,1-30с)",шт,3,,1500.0
137204,137204,ЭЛЕКТРОМЕХАНИКА,"Разъем РА32-005/В32-003 (U 440В, Iном 32А, УХЛ4, IP2,белый, наружного монтажа)",шт,14,,0.0
130426,130426,ЭЛЕКТРОМЕХАНИКА,Розетка 47К,шт,5,,45.51
128954,128954,ЭЛЕКТРОМЕХАНИКА,"Лампа накаливания 95Вт 220В Е27, Лисма, Россия",шт,136,,12.61
486107,РС16-372,ЭЛЕКТРОМЕХАНИКА,Кунцево Электро Розетка двойная скрытая РС16-372 с заземлением,шт,70,,0.0
140848,104227,ЭЛЕКТРОМЕХАНИКА,Выключатель автоматический АЕ2046-100-50А-12Iн-400AC-У3,шт,3,,1803.59
140850,104225,ЭЛЕКТРОМЕХАНИКА,Выключатель автоматический АЕ2046-100-32А-12Iн-400AC-У3,шт,5,16.0,1803.59
140847,104228,ЭЛЕКТРОМЕХАНИКА,Выключатель автоматический АЕ2046-100-63А-12Iн-400AC-У3-КЭАЗ,шт,4,32.0,1803.59
131180,zeta30131,ЭЛЕКТРОМЕХАНИКА,"Кабельный ввод М 88х2 латунный УТ1,5 IP68 (d кабеля 65-70 мм) ЗЭТА",шт,1,,6731.54
21795,MVA20-4-010-D,ЭЛЕКТРОМЕХАНИКА,"Выключатель автоматический ВА47-29 4Р 10А 4,5кА D IEK",шт,1,,709.02
51994,MVA21-3-006-D,ЭЛЕКТРОМЕХАНИКА,"Автоматический выключатель ВА47-29М 3P D 6,0А 4,5кА (ИЭК)",шт,1,,212.45
51989,MVA21-3-010-D,ЭЛЕКТРОМЕХАНИКА,"Автоматический выключатель ВА47-29М 3P D 10А 4,5кА (ИЭК)",шт,2,,219.8
69759,MVA41-4-032-D,ЭЛЕКТРОМЕХАНИКА,Авт.выкл. ВА 47-60 4Р 32А 6 кА х-ка D ИЭК,шт,3,,1046.1
61951,MVA41-4-063-D,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель ВА47-60 4P D 63А 6кА (ИЭК),шт,1,,885.98
51454,MVA41-1-025-D,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель ВА47-60 1P D 25А 6кА (ИЭК),шт,32,,210.55
258607,S52P804,ЭЛЕКТРОМЕХАНИКА,ODACE Рамка 2 поста белая,шт,2,,0.0
140563,140563,ЭЛЕКТРОМЕХАНИКА,Коробка соединительная КСП 45 400х250х105,шт,2,,0.0
142899,28500,ЭЛЕКТРОМЕХАНИКА,Светильник светодиодный ДВО-6w 4000K 480Лм slim белый (AL500),шт,4,,0.0
139317,LT-UTP-02-IP40-36W-4000К,ЭЛЕКТРОМЕХАНИКА,Панель ультратонкая LT-UTP-02-IP40-36W-4000К с драйвером,шт,12,,0.0
133477,133477,ЭЛЕКТРОМЕХАНИКА,Лампа светодиодная LED 7 Вт E14 3000К jazzway,шт,149,,65.5
141420,61476,ЭЛЕКТРОМЕХАНИКА,Лампа светодиодная 61476 NLL-A60 4000K,шт,8,1287.0,0.0
258178,WAVE ECO LED 3M 4000K,ЭЛЕКТРОМЕХАНИКА,Светильик светодиодный WAVE ECO LED 3M 4000K,шт,1,,5000.0
324059,10-0406,ЭЛЕКТРОМЕХАНИКА,"Патч-панель высокой плотности 19' , 48хRJ-45, UTP, Cat.5e, 1U Surlan",шт,4,,0.0
142393,142393,ЭЛЕКТРОМЕХАНИКА,Реле РТЛ-1022-2-25А,шт,1,,0.0
287461,287461,ЭЛЕКТРОМЕХАНИКА,"Кабель КВК-П-2 2х0,75",м,50,,70.0
132531,PR02.0063,ЭЛЕКТРОМЕХАНИКА,Труба гофрированная ПП лёгкая 350 Н безгалогенная (HF) разрезная черная д16,м,200,,10.97
142314,1120434003,ЭЛЕКТРОМЕХАНИКА,Светильник светодиодный ДВО/ДПО12-34-003 Opal Eco 840 (АСТЗ),шт,5,,0.0
258172,258172,ЭЛЕКТРОМЕХАНИКА,Светильник светодиодный ДСП44-38-003 У2 Flagman F 840,шт,2,,0.0
152474,Е1604-1001,ЭЛЕКТРОМЕХАНИКА,Светильник LT-PSL-01-IP20-36W-4000К LED,шт,16,,314.17
136990,MZPT136990,МЗПТ,Анкер забиваемый М 6 (18 шт),упак,1,,163.8
137321,MZPT137321,МЗПТ,Гайка закладная М 6 (150 шт),упак,34,,650.0
137317,MZPT137317,МЗПТ,Болт шестигранный М 16х50 (5 шт),упак,13,,250.0
137318,MZPT137318,МЗПТ,Шайба плоская М 5 (1150 шт) DIN 125,упак,53,,520.0
137886,MZPT137886,МЗПТ,Болт шестигранный М 6х50-20 (40 шт),упак,39,,123.63
136989,MZPT136989,МЗПТ,Анкер забивной латунный М 6 (100 шт),упак,1,,1575.6
136982,MZPT136982,МЗПТ,Болт анкерный с гайкой М 8х40 (15 шт),упак,1,,127.55
137320,MZPT137320,МЗПТ,Шайба плоская увеличенная М 16 (30 шт),упак,23,,195.0
136972,MZPT136972,МЗПТ,Болт шестигранный М 6х30 (60 шт) DIN 933,упак,4,,80.72
136955,MZPT136955,МЗПТ,Болт шестигранный М 8х30 (40 шт) DIN 933,упак,33,,119.68
136947,MZPT136947,МЗПТ,Болт шестигранный М 6х45 (50 шт) DIN 933,упак,9,,113.88
136978,MZPT136978,МЗПТ,Болт шестигранный М 10х45 (15 шт) DIN 933,упак,7,,102.39
136957,MZPT136957,МЗПТ,Болт шестигранный М 8х20 (50 шт) DIN 933,упак,77,,141.7
136979,MZPT136979,МЗПТ,Болт шестигранный М 10х60 (15 шт) DIN 933,упак,32,,128.71
136945,MZPT136945,МЗПТ,Болт шестигранный М 8х25 (40 шт) DIN 933,упак,10,,130.47
136993,MZPT136993,МЗПТ,Шайба плоская М 8 (310 шт) DIN 125,упак,29,,120.97
136998,MZPT136998,МЗПТ,Гайка шестигранная М 16 (20 шт) DIN 934,упак,14,,468.0
136941,MZPT136941,МЗПТ,Болт шестигранный М 8х50 (20 шт) DIN 933,упак,22,,107.3
136939,MZPT136939,МЗПТ,Болт шестигранный М 8х45 (20шт) DIN 933,упак,15,,84.08
137884,MZPT137884,МЗПТ,Шайба плоская М 10 (170 шт) черная,упак,24,,120.97
136968,MZPT136968,МЗПТ,Болт шестигранный М 8х40 (30 шт) DIN 933,упак,10,,183.95
136969,MZPT136969,МЗПТ,Болт шестигранный М 6х25 (80 шт) DIN 933,упак,22,,118.65
194602,DKCCM625502,ЭЛЕКТРОМЕХАНИКА,"Трос стальной, толщина 2 мм, DIN 3055",м,440,400.0,19.7
192880,DKCBMT1010,ЭЛЕКТРОМЕХАНИКА,Скоба SPC под лоток осн.100 мм,шт,100,,304.22
192867,DKCBML1007,ЭЛЕКТРОМЕХАНИКА,Скоба PL облегченная для подвеса лотка,шт,100,,162.31
192609,DKCBPM2905,ЭЛЕКТРОМЕХАНИКА,"П-образный профиль PSM, L500, толщ.2,5 мм",шт,2,,308.06
212951,212951,ЭЛЕКТРОМЕХАНИКА,"Кабель КПСЭнг-FRLS 2х2х0,75",шт,80,,0.0
256973,14.02.01.000019,Hyundai,Автоматический выключатель ВА 88-37/125L 3P TMF 125А 25кА 415 АС ESQ,шт,2,,10000.0
255646,ETM9710519,Конкорд,Кабель силовой NUM- O 2х1.5,шт,420,60908.0,0.0
255615,4443,Конкорд,Кабель силовой КГтп-ХЛ 4х4- 0.66 (бухта 100м) ТРТС,шт,10,,0.0
112863,CM610061,DKC,Рым-болт M6 DKC,шт,15,,83.1
112946,CM131000,DKC,Шайба гровер М10,шт,13,,4.2
202438,MKF5S1,DKC,Маркер для кабеля сечением 0.5-1.5мм символ (5) (200шт) DKC,упак,10,276.0,302.0
199605,85608,DKC,"Щиток настен. с дверцей 8 мод.,IP65, серый",шт,1,,2264.0
196604,51025,DKC,"Держатель с защелкой, д.25мм",шт,1800,,6.9
196631,51263,DKC,"Держатель с хомутиком, д.25 - 63мм",шт,20,,72.6
196464,54920,DKC,"Муфта труба-труба с ограничителем, IP40, д.20мм",шт,9,111379.0,11.36
196364,91920,DKC,"Труба ПВХ гибкая гофр. д.20мм, лёгкая с протяжкой, 100м, цвет серый",м,500,,22.7
196361,91916,DKC,"Труба ПВХ гибкая гофр. д.16мм, лёгкая с протяжкой, 100м, цвет серый",м,600,141429.0,18.5
196323,71916,DKC,"Труба ПНД гибкая гофр. д.16мм, лёгкая с протяжкой, 100м, цвет оранжевый",м,600,8435.0,23.6
185985,35101,DKC,Лоток 100х100 L3000,м,612,,918.09
140154,188018,CHINT,Авт. выкл.DZ47-60 3P 32A 4.5kA х-ка C CHINT,шт,8,,690.2
336176,79451,ЭЛЕКТРОМЕХАНИКА,Наконечник НШВИ 10-12,шт,9,60214.0,3.45
336185,13119,ЭЛЕКТРОМЕХАНИКА,"ВВГнг-FRLS 2х1,5ок(N)-0,66(А)ТРТС",м,123,63.0,69.0
320121,320121,ЭЛЕКТРОМЕХАНИКА,"ШВВП 2х0,75б",м,50,62005.0,27.22
437573,2608595066,,10 HSS-G СВЕРЛ 6ММ STANDARD,упак,5,,0.0
482717,01-0311-2,,"Витая пара Premium UTP 5e 4x2x0,51 Cu PE Out. 305м",м,1220,9086.0,0.0
358251,00000057914,ЭЛЕКТРОМЕХАНИКА,"ВВГнг-LSLTx 3х2,5пл(А)ТРТС",м,680,18123.0,144.92
389369,EA04.006.001,ЭЛЕКТРОМЕХАНИКА,AVR-01-K Устройство управления резервным питанием,шт,1,1.0,9653.83
361478,ЭИЗМ1005095,ЭЛЕКТРОМЕХАНИКА,"ВВГнг-LSLTx 3х1,5пл(ок)(N,PE)-0,66(А)барТРТС",м,1601,,102.8
324065,324065,ЭЛЕКТРОМЕХАНИКА,"ПВС 5х1,5ТРТС",м,40,,126.22
135535,URM21-D15-D17-4,IEK,"Разъем изолированный РпИм-н 1,25-7-0,8 плоский (100шт) IEK",упак,9,1.0,488.29
135286,UNP41-006-05-04,IEK,Наконечник медный луженый ТМЛ 6-5-4 ГОСТ 7386 IEK,шт,1,3400.0,16.85
134215,MVA41-3-004-C,IEK,Выключатель автоматический ВА47-60 3Р 4А 6кА С IEK,шт,1,,444.7
134120,SVA10-3-0032-R,IEK,Выключатель автоматический ВА88-32 3Р 32А 25кА IEK,шт,1,,2503.29
134810,LLE-A60-13-230-40-E27,IEK,Лампа светодиодная A60 шар 13Вт 230В 4000К E27 IEK,шт,1,122711.0,89.46
134812,LLE-A60-15-230-30-E27,IEK,Лампа светодиодная A60 шар 15Вт 230В 3000К E27 IEK,шт,5,31857.0,102.84
134610,UZA-11-D02-D35-ECLN,IEK,"Зажим ответвительный изолированный ЗОИ 16-95/2,5-35 ECOLINE IEK",шт,2,219687.0,141.83
134472,MAD15-2-063-C-300,IEK,Дифференциальный автоматический выключатель АД12 2Р 63А 300мА GENERICA,шт,40,429.0,891.06
131786,LPDO601-50-40-K02,IEK,Прожектор светодиодный СДО 06-50 IP65 4000K черный IEK,шт,1,8984.0,599.95
