ID,Артикул,Производитель,Название,Ед. Изм.,Кол-во,Кол. Вн. склады,Цена
133382,133382,ЭЛЕКТРОМЕХАНИКА,"4 х 0,75",м,40,,45.0
2289,EM0002289,ЭЛЕКТРОМЕХАНИКА,"1,0 ж/з",м,1000,,6.16
31836,EM0031836,ЭЛЕКТРОМЕХАНИКА,"0,5 синий (бухта 100м)",м,100,,5.54
31838,EM0031838,ЭЛЕКТРОМЕХАНИКА,"1,0 синий (бухта 100м)",м,400,,9.1
2374,EM0002374,ЭЛЕКТРОМЕХАНИКА,"0,5 ж/з (бухта 100м)",м,800,,2.73
2386,EM0002386,ЭЛЕКТРОМЕХАНИКА,"1,0 ж/з (бухта 100м)",м,2691,,9.1
2380,EM0002380,ЭЛЕКТРОМЕХАНИКА,"0,75 ж/з (бухта 100м)",м,113,,6.6
6225,6225,ЭЛЕКТРОМЕХАНИКА,Болт М10х25,шт,8,,0.0
6226,6226,ЭЛЕКТРОМЕХАНИКА,Болт М10х45 (20шт),кг,5,,0.0
18317,18317,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 39 315А,шт,2,,472.39
15487,15487,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 10А,шт,11,,117.15
13994,13994,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 35 50А,шт,15,,241.78
15471,15471,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 37 160А,шт,20,,316.51
12343,12343,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 37 100А,шт,8,,411.79
9929,9929,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 35 63А,шт,2,,241.78
9928,9928,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 35 80А,шт,6,,241.78
8520,8520,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 35 100А,шт,11,,241.78
9625,9625,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 25А,шт,14,,117.15
9511,9511,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 32А,шт,15,,117.15
9626,9626,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 40А,шт,6,,117.15
7606,33773,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 100А,шт,21,,117.15
7604,33778,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 37 400А,шт,11,,328.0
8287,8287,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 16А,шт,2,,117.15
7605,33775,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 35 250А,шт,33,,241.78
7955,7955,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 35 160А,шт,28,,241.78
8416,8416,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 80А,шт,42,,120.21
7609,EM0007609,ЭЛЕКТРОМЕХАНИКА,Контактное основание с держ. к ППН 33,шт,20,,196.59
7608,33761,ЭЛЕКТРОМЕХАНИКА,Контактное основание с держ. к ППН 35,шт,2,,263.43
7513,33782,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 39 500А,шт,3,,964.12
7512,7512,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 39 630А,шт,3,,964.12
12101,12101,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 50А,шт,10,,117.15
10184,10184,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 35 200А,шт,11,,241.78
9367,9367,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 63А,шт,9,,117.15
17038,17038,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 39 250А,шт,6,,472.39
33545,33545,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 6А,шт,16,,117.15
37372,37372,ЭЛЕКТРОМЕХАНИКА,Предохранитель ППН 33 160А,шт,5,,117.15
7324,33615Ч,ЭЛЕКТРОМЕХАНИКА,Пост кнопочный КУ-92,шт,3,,2600.0
4004,33638,ЭЛЕКТРОМЕХАНИКА,Пост кнопочный ПКТ-20,шт,5,,155.14
3999,33633,ЭЛЕКТРОМЕХАНИКА,Пост кнопочный ПКЕ 222-2,шт,5,,177.77
4000,33634,ЭЛЕКТРОМЕХАНИКА,Пост кнопочный ПКЕ 222-3,шт,1,,243.52
4003,33637,ЭЛЕКТРОМЕХАНИКА,Пост кнопочный ПКЕ 722-2,шт,1,,70.6
4009,4009,ЭЛЕКТРОМЕХАНИКА,Пост кнопочный ПКУ 15-21.111-54,шт,2,,699.69
140241,110672,ЭЛЕКТРОМЕХАНИКА,Приставка ПКЛ-11 УХЛ4,шт,4,328.0,324.48
8739,8739,ЭЛЕКТРОМЕХАНИКА,"Трансформатор ОСМ 1 0,25 кВА 380 / 5-56",шт,1,,2563.44
3808,302313,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель АП50Б 3МТ 3P 16 А 10 Iн,шт,5,,760.54
257641,257641,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель АЕ2066МТ 100 А,шт,4,,2686.52
3823,3823,ЭЛЕКТРОМЕХАНИКА,ВА 5135 340010 63А,шт,1,,2462.9
3829,302415,ЭЛЕКТРОМЕХАНИКА,ВА 5135 340010 250А,шт,1,,2721.88
56533,56533,ЭЛЕКТРОМЕХАНИКА,ВА 5735 340010 200А,шт,1,,4195.96
140042,39867,ЭЛЕКТРОМЕХАНИКА,Микро-переключатель 1221 (on-off-on),шт,220,,15.52
133588,17258,ЭЛЕКТРОМЕХАНИКА,Переключатель на 2 положения черный XA2-BG45 (Sassin),шт,5,,13.9
39852,39852,ЭЛЕКТРОМЕХАНИКА,Контактор LC1-D 6511,шт,1,,650.0
39870,39870,ЭЛЕКТРОМЕХАНИКА,Доп контактный блок ZB2-BE102 (Sassin),шт,83,,0.0
39872,39872,ЭЛЕКТРОМЕХАНИКА,Кнопка с лампой XB2-BW3361 зеленая 380V NO,шт,16,,0.0
39877,39877,ЭЛЕКТРОМЕХАНИКА,Кнопка с лампой XB2-BW3461 красная 380V NO,шт,23,,70.48
257756,257756,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель 1P C 50 А 3SB1-63 (Sassin),шт,9,,100.0
8836,8836,ЭЛЕКТРОМЕХАНИКА,Бокс навесной 1х2 мод (Viko) (90912102),шт,6,,256.57
9282,9282,ЭЛЕКТРОМЕХАНИКА,Выключатель пакетный ПВ 3 16 IP 56,шт,4,,426.29
7814,7814,ЭЛЕКТРОМЕХАНИКА,Выключатель пакетный ПВ 3 16 в карб. корпус IP30,шт,5,,338.79
4044,4044,ЭЛЕКТРОМЕХАНИКА,Выключатель пакетный ПВ 3 63,шт,1,,874.45
9562,9562,ЭЛЕКТРОМЕХАНИКА,Выключатель пакетный ПВ 2 40 IP56,шт,3,,1148.86
10641,10641,ЭЛЕКТРОМЕХАНИКА,Выключатель пакетный ПВ 3 40 IP 56,шт,3,,1338.13
3210,3210,ЭЛЕКТРОМЕХАНИКА,Рубильник ВР 3231 А30220 100 А,шт,3,,671.59
3213,36205,ЭЛЕКТРОМЕХАНИКА,Рубильник ВР 3231 В71250 100 А,шт,8,,1228.5
3407,35321,ЭЛЕКТРОМЕХАНИКА,ПМЕ 211 380В 1з,шт,1,26.0,845.29
7326,7326,ЭЛЕКТРОМЕХАНИКА,Амперметр Э-8030 50/5,шт,12,,612.17
7334,7334,ЭЛЕКТРОМЕХАНИКА,Амперметр Э-8030 75/5,шт,5,,612.17
3645,31109,ЭЛЕКТРОМЕХАНИКА,Амперметр Э-8030 200/5,шт,6,,612.17
3648,31112,ЭЛЕКТРОМЕХАНИКА,Амперметр Э-8030 300/5,шт,6,,612.17
3650,31114,ЭЛЕКТРОМЕХАНИКА,Амперметр Э-8030 400/5,шт,8,,612.17
3644,31108,ЭЛЕКТРОМЕХАНИКА,Амперметр Э-8030 150/5,шт,12,,612.17
137075,137075,ЭЛЕКТРОМЕХАНИКА,"РТТ 325П-(321) (50 А (42,5-57,5 А ))",шт,10,,800.0
12255,12255,ЭЛЕКТРОМЕХАНИКА,РТЛ 2063(63-86А),шт,2,,1230.54
6680,355414А,ЭЛЕКТРОМЕХАНИКА,РТЛ 2057(38-52А),шт,3,,1230.54
4142,355409,ЭЛЕКТРОМЕХАНИКА,РТЛ 1014(7-10А),шт,4,,749.11
4144,355411,ЭЛЕКТРОМЕХАНИКА,РТЛ 1021(13-19А),шт,1,,749.11
4149,355416,ЭЛЕКТРОМЕХАНИКА,РТЛ 2061(54-74А),шт,2,,1230.54
4145,355412,ЭЛЕКТРОМЕХАНИКА,РТЛ 1022(18-25А),шт,3,,749.11
4148,355415,ЭЛЕКТРОМЕХАНИКА,РТЛ 2059(47-64А),шт,5,,1230.54
4134,355401,ЭЛЕКТРОМЕХАНИКА,"РТЛ 1003(0,24-0,4А)",шт,7,,749.11
4137,355404,ЭЛЕКТРОМЕХАНИКА,"РТЛ 1006(0,95-1,6А)",шт,3,,749.11
4133,355400,ЭЛЕКТРОМЕХАНИКА,"РТЛ 1001(0,10-0,17А)",шт,16,,749.11
4135,355402,ЭЛЕКТРОМЕХАНИКА,"РТЛ 1004(0,38-0,69А)",шт,1,,749.11
4136,355403,ЭЛЕКТРОМЕХАНИКА,"РТЛ 1005(0,61-1,00А)",шт,2,,749.11
137107,137107,ЭЛЕКТРОМЕХАНИКА,Реле промежуточное РК-4Р 12V,шт,1,,1820.0
15296,15296,ЭЛЕКТРОМЕХАНИКА,Реле промежуточное РЭП 15-220-220В пост.,шт,1,,2096.98
7836,355313А,ЭЛЕКТРОМЕХАНИКА,Реле промежуточное РП 21 004 24В пост.,шт,10,,281.83
34466,34466,ЭЛЕКТРОМЕХАНИКА,Реле промежуточное РПУ 2М 211-6220 220В,шт,1,,1672.26
16753,16753,ЭЛЕКТРОМЕХАНИКА,Makel влагозащищенная одинарная с З/К бел.,шт,4,6318.0,188.8
16076,16076,ЭЛЕКТРОМЕХАНИКА,Выключатель 2-клав. О/У белый IP44 (Makel),шт,1,,172.34
5270,5270,ЭЛЕКТРОМЕХАНИКА,Розетка О/У Makel колодка четырехместная,шт,4,2879.0,222.68
39959,10027,ЭЛЕКТРОМЕХАНИКА,Вилка Makel с З/К бел. угловая,шт,63,,61.0
45908,LPI02-1-0500-K01,ЭЛЕКТРОМЕХАНИКА,Прожектор галогенный ИО 500Д белый IP54 с датчиком движения (ИЭК),шт,2,,1390.51
44449,LPI01-1-1500-K01,ЭЛЕКТРОМЕХАНИКА,Прожектор галогенный ИО1500 IP54 белый IEK,шт,1,,3177.84
5266,MGP111,ЭЛЕКТРОМЕХАНИКА,Makel колодка двойная с З/К бел.,шт,2,6697.0,172.34
5311,5311,ЭЛЕКТРОМЕХАНИКА,"Розетка Прима О/У 10А, белая (Schneider Electric)",шт,10,,45.5
5200,5200,ЭЛЕКТРОМЕХАНИКА,"Выключатель Прима 1-клав. С/У с индикацией, 6А, белый (Schneider Electric)",шт,5,,80.12
5204,5204,ЭЛЕКТРОМЕХАНИКА,"Выключатель Прима 2-клав. О/У c индикацией, 6А, белый (Schneider Electric)",шт,137,,89.08
133455,RS16-004-S,ЭЛЕКТРОМЕХАНИКА,Прима розетка с З/К одинарная шторки белый,шт,33,,60.87
5097,44483,ЭЛЕКТРОМЕХАНИКА,Угол Т-образный 40х16,шт,34,,0.0
9251,9251,ЭЛЕКТРОМЕХАНИКА,K27s/96-1 Лампа КГ 5000 5000 Вт 220 В 520мм (Саранск),шт,10,,3250.0
7715,2311121,ЭЛЕКТРОМЕХАНИКА,R7s Лампа КГ 1000-5 1000 Вт 220 В 190мм (Саранск),шт,145,,126.75
7716,7716,ЭЛЕКТРОМЕХАНИКА,R7s Лампа КГ 1500 1500 Вт 220 В 255мм (Саранск),шт,100,,146.52
7714,4607136942219,ЭЛЕКТРОМЕХАНИКА,R7s Лампа КГ 220- 500-5 500 Вт 220 В 118мм (Саранск),шт,280,,103.13
5227,4901770200033,ЭЛЕКТРОМЕХАНИКА,R7s Лампа КГ 2000-4 2000 Вт 220 В 330мм (Саранск),шт,364,,187.66
42227,4607144011174,ЭЛЕКТРОМЕХАНИКА,R7s Лампа КГ 220- 500-1 500 Вт 220 В 130 мм (Саранск),шт,15,,103.13
132071,132071,ЭЛЕКТРОМЕХАНИКА,Лампа газоразрядная ДНАТ 150 E40 (25) МЕГАВАТТ 02935,шт,31,,310.6
287215,287215,ЭЛЕКТРОМЕХАНИКА,Лампа Osram Super E 60 Вт 230v E27 (грибок белый),шт,5,,14.91
136378,23133700,ЭЛЕКТРОМЕХАНИКА,Лампа ДРИ 400 400 Вт 220 В E27 (Россия),шт,11,,386.71
287214,287214,ЭЛЕКТРОМЕХАНИКА,Лампа Osram Super E 40 Вт 230v E27 (грибок белый),шт,11,,14.91
9437,4050300811598,ЭЛЕКТРОМЕХАНИКА,E27 Лампа КЛЛ DULUX EL LL 11 Вт 825 (Osram),шт,2,,715.33
54947,4050300433998,ЭЛЕКТРОМЕХАНИКА,Лампа металлогалогенная HQI-E 150/WDL 150Вт 220В E27 2900К с покрытием (Osram),шт,2,,1499.98
65647,4008321525475,ЭЛЕКТРОМЕХАНИКА,Лампа металлогалогеная HQI-TS 1000/D/S PRO 5900K K12S (Osram),шт,5,36.0,13946.43
40792,40792,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ L 36 Вт 220 В 830 G13 (Osram),шт,25,,120.0
287222,287222,ЭЛЕКТРОМЕХАНИКА,Лампа NARVA R50 40W E14,шт,50,,0.0
13844,13844,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН CONC R80 60 Вт 220 В E27 (Osram),шт,16,,89.88
10279,10279,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН CONC R39 30 Вт 220 В E14 (Osram),шт,13,,78.37
5237,5237,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН CONC R63 60 Вт 220 В E27 (Osram),шт,6,1219.0,68.55
69164,LLE75-27-015-4000,ЭЛЕКТРОМЕХАНИКА,Лампа груша КЭЛ-A Е27 15Вт 4000К ИЭК,шт,18,,227.67
5336,4008321788542,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН груша прозрачная CLAS A CL 40 Вт 220 В E27 (Osram),шт,62,8176.0,36.36
5337,23132101,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН груша прозрачная CLAS A CL 60 Вт 220 В E27 (Osram),шт,2,,36.2
63233,EM0063233,ЭЛЕКТРОМЕХАНИКА,Лампа накаливания ЛОН 60 Вт E27грибок (Калашниково),шт,82,,15.23
40858,4050300005508,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН груша матированная CLAS A FR 75 Вт 220 В E27 (Osram),шт,31,,40.33
45611,45611,ЭЛЕКТРОМЕХАНИКА,Светильник НСП 03-60 карболит без плафона,шт,46,,91.07
40662,40662,ЭЛЕКТРОМЕХАНИКА,Светильник НСП 02-100-003 IP52 E27 с защитной сеткой поликарбонат,шт,7,,275.43
36255,36255,ЭЛЕКТРОМЕХАНИКА,Светильник НСП 03-60 пластик без плафона,шт,28,,162.36
8694,8694,ЭЛЕКТРОМЕХАНИКА,Клещи для смены предохранителей А-426 НПН-2-60,шт,3,,0.0
11745,11745,ЭЛЕКТРОМЕХАНИКА,Автоматический выключатель ВМ63 3P C 50 А,шт,2,,897.32
7235,7235,ЭЛЕКТРОМЕХАНИКА,"Провод SIF/GL 10,0 (HPM-Kabel)",м,560,,91.0
258323,258323,ЭЛЕКТРОМЕХАНИКА,Кабель силовой NUM-J 5х2.5,м,60,,0.0
258326,258326,ЭЛЕКТРОМЕХАНИКА,"Кабель КПСЭнг-FRLS 1х2х0,75",м,186,,0.0
258324,258324,ЭЛЕКТРОМЕХАНИКА,"Кабель NYM-J 4х1,5-0,66 (50м) TDM",м,180,,0.0
36182,36182,ЭЛЕКТРОМЕХАНИКА,"Кабель J-Y(St)Y 1х2х0,8 красный",м,47,,14.55
22528,1SCA104816R1001,ЭЛЕКТРОМЕХАНИКА,Рубильник OT 16 F3C реверсивный (ABB),шт,1,262.0,4130.5
39930,39930,ЭЛЕКТРОМЕХАНИКА,Рубильник OT 63 F3C реверсивный (ABB),шт,2,,6700.2
37606,37606,ЭЛЕКТРОМЕХАНИКА,Ручка OHR3/1 красная для рубильников OT 16-63 E3C,шт,2,,259.77
141414,8012542776710,ЭЛЕКТРОМЕХАНИКА,Авт.выключатель диф. тока DSH201R 1п+N C32 AC 30мА,шт,1,158.0,3897.46
22573,22573,ЭЛЕКТРОМЕХАНИКА,Муфта кабельная 3 КВТп-10- 70/120,шт,1,,1806.74
7944,023261,ЭЛЕКТРОМЕХАНИКА,LR2-D1316 8-13A,шт,1,,174.69
7942,023262,ЭЛЕКТРОМЕХАНИКА,LR2-D1321 12-18A,шт,5,,174.69
7945,023263,ЭЛЕКТРОМЕХАНИКА,LR2-D1322 17-25A,шт,7,,174.69
21878,21878,ЭЛЕКТРОМЕХАНИКА,"Лента монтажная перфорированная оцинкованная 19х0,7 (бухта 25м.)",м,48,,12.1
21848,21848,ЭЛЕКТРОМЕХАНИКА,Трос металлополимерный с покрытием ПВХ d 3 мм,м,1,,6.5
26524,4050300531496,ЭЛЕКТРОМЕХАНИКА,"Лампа ГЛН DECOSTAR 51S STANDARD 20 Вт 12 В GU5,3 (Osram)",шт,31,,52.68
9773,9773,ЭЛЕКТРОМЕХАНИКА,Бирка маркировочная У-153 28х28 квадратная,шт,14036,,2.0
14100,2CSG121120R1101,ЭЛЕКТРОМЕХАНИКА,"Трансформатор тока CT 3/ 200, класс 0,5, 3,0 VA, 200/5А на шину 30х10 (ABB)",шт,1,,1973.43
64109,EM0064109,ЭЛЕКТРОМЕХАНИКА,Трансформатор тока модульный TRF M 100/5 А (ABB),шт,1,,3004.76
50910,50910,ЭЛЕКТРОМЕХАНИКА,Муфта натяжная К-798 (d 6мм.),шт,65,,0.0
258168,lc-nsu-20-op-dw,ЭЛЕКТРОМЕХАНИКА,Накладной светильик узкий LEDCRAFT нейтральный опал,шт,1,,0.0
51768,67045,ЭЛЕКТРОМЕХАНИКА,Коробка 670 45 100х100х50 откидная крышка 8 вводов IP54,шт,90,9282.0,46.0
621,EM0000621,ЭЛЕКТРОМЕХАНИКА,"5 х 2,5",м,50,,76.54
136376,38168,ЭЛЕКТРОМЕХАНИКА,Лампа галогенновая 250 Вт E27 (Osram),шт,89,,432.6
15647,15647,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 400 Вт E40 HPL-N (Philips),шт,5,,519.18
9462,9462,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 1000 Вт E40 (Лисма),шт,2,,907.4
8195,8195,ЭЛЕКТРОМЕХАНИКА,Лампа ДРИ 250-6 Вт E40 (Россия),шт,39,,656.44
5359,5359,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 125 Вт E27 (Россия),шт,2,,109.13
5361,23133802,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 400 Вт E40 (Россия),шт,21,,177.1
5362,23133803,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 700 Вт E40 (Россия),шт,2,,607.1
7265,A 134 581 91 DC,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 250 Вт E40 HQL (Osram),шт,6,,384.91
14946,14946,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 125 Вт E27 HQL (Osram),шт,14,,225.07
24499,4050300808512,ЭЛЕКТРОМЕХАНИКА,Лампа ДРЛ 400 Вт E40 HQL (Osram),шт,13,,572.93
18121,18121,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН свеча прозрачная CLAS B CL 60 Вт 220 В E14 (Osram),шт,54,,39.56
26527,26527,ЭЛЕКТРОМЕХАНИКА,Лампа ЛН свеча прозрачная CLAS B CL 40 Вт 220 В E27 (Osram),шт,9,,58.15
70584,UKZ-870M,ЭЛЕКТРОМЕХАНИКА,Зажим ответвительный У-870М (95-150/16-50 мм2) IP20,шт,5,,107.76
132161,132161,ЭЛЕКТРОМЕХАНИКА,"Скрутка кабельная СИЗ-3 / 2,5-5,5 кв. мм. (100 шт)",шт,21,,130.0
257812,79497,ЭЛЕКТРОМЕХАНИКА,"Зажим изолирующий СИЗ-3 1,5-6 КВТ (10шт) (79497)",упак,11,,0.0
5457,5457,ЭЛЕКТРОМЕХАНИКА,Разъём РШ-ВШ 30 (4 контакта 25А),шт,2,,132.08
45088,45088,ЭЛЕКТРОМЕХАНИКА,Разъём РС 32-006 розетка + вилка С/У с З/К 32А,шт,19,,431.12
62409,CTA10D-CFC25-K41-100,ЭЛЕКТРОМЕХАНИКА,Хомутный держатель CFC25 (ИЭК),шт,379,,11.53
67803,CTA10D-CFC32-K41-050,ЭЛЕКТРОМЕХАНИКА,Хомутный держатель CFC32 (ИЭК),шт,133,,14.73
63442,CTA10D-CFC16-K41-100,ЭЛЕКТРОМЕХАНИКА,Хомутный держатель CFC16 (ИЭК),шт,500,,6.71
63237,CTA10D-CFC20-K41-100,ЭЛЕКТРОМЕХАНИКА,Хомутный держатель CFC20 (ИЭК),шт,1185,,7.45
257,257,ЭЛЕКТРОМЕХАНИКА,Труба D 16 муфта труба-труба IP65 (50шт),упак,30,,2201.18
212974,4602009273988,ЭЛЕКТРОМЕХАНИКА,Тройник разъёмный D 16,шт,420,,15.58
242,2200070073258,ЭЛЕКТРОМЕХАНИКА,Тройник разъёмный D 25,шт,180,,15.58
243,EM0000243,ЭЛЕКТРОМЕХАНИКА,Тройник разъёмный D 32 (Электромеханика),шт,420,,18.51
33050,33050,ЭЛЕКТРОМЕХАНИКА,"Блок зажимов контактных БЗК-54.10 (IP54, 10 клемм)",шт,12,,549.76
41489,41489,ЭЛЕКТРОМЕХАНИКА,"Блок зажимов контактных БЗК-54.16 (IP54, 16 клемм)",шт,7,,973.1
257743,1020000000,ЭЛЕКТРОМЕХАНИКА,"WDU 2.5 Клеммник на DIN-рейку 2,5 мм (бежевый)",шт,395,,0.0
15932,15932,ЭЛЕКТРОМЕХАНИКА,вилка 416 BS6 для монтажа на поверхность. 16А 5-ти конт.3P+N+E. IP44,шт,5,,1790.98
17960,17960,ЭЛЕКТРОМЕХАНИКА,"розетка 432RS6, для монтажа на поверхность. 32А 5-ти конт. 3P+N+E IP 44",шт,1,,955.14
38500,38500,ЭЛЕКТРОМЕХАНИКА,Кабельная розетка 432 C6W 32А 5-ти конт 3P+N+E. IP 67,шт,3,,2088.73
389406,389406,,Вилка с ушком Mirsa (пластик) белая,шт,185,,60.0
389405,389405,,Вилка угловая Mirsa (пластик) белая,шт,180,,48.0
33072,4050300017594,ЭЛЕКТРОМЕХАНИКА,G24q-1 Лампа КЛЛ DULUX D/E 13 Вт 840 (Osram),шт,8,,165.57
45371,LLE30-23-009-2700,ЭЛЕКТРОМЕХАНИКА,G23 Лампа КЛЛ КЛ-PL(U) 9 Вт 2700К (ИЭК),шт,30,,138.68
63751,EM0063751,ЭЛЕКТРОМЕХАНИКА,Лампа люмин. DULUX S 9W/840 G23 (Osram),шт,16,,106.96
31790,4050300010625,ЭЛЕКТРОМЕХАНИКА,G24d-1 Лампа КЛЛ DULUX D 13 Вт 840 (Osram),шт,10,,166.64
6782,23121102,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ L 18 Вт 220 В 640 G13 (Osram),шт,66,54026.0,51.91
6788,23121201,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ TL-D 18 Вт 220 В 33 G13 (Philips),шт,73,,56.21
5324,4052899209084,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ L 18 Вт 220 В 765 G13 (Osram),шт,25,381.0,51.93
23981,23981,ЭЛЕКТРОМЕХАНИКА,Лампа ЛД 40 Вт 220 В 765 G13 D-32,шт,10170,,60.0
49712,LSL14-26-G13-18,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ-26/18 Вт G13 4000К (ИЭК),шт,18,,51.84
38633,38633,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ L 18 Вт 220 В 840 G13 (Osram),шт,15,2.0,76.52
43116,43116,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ кольцевая L 32 Вт 220 В 840 G10q (Osram),шт,1,,657.33
37298,37298,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ бактерицидная HNS 30 Вт для стерилизации 893 мм 220 В G13 (Osram),шт,75,327.0,456.87
55114,225883,ЭЛЕКТРОМЕХАНИКА,Извещатель пожарный дымовой оптико-электронный ИП-212-3СУ (новый),шт,2,,219.25
40545,55.32.9.024.0040,ЭЛЕКТРОМЕХАНИКА,Миниатюрное универсальное электромеханическое реле; монтаж в розетку; 2CO 10A; контакты AgNi; катушк,шт,17,40.0,387.75
50479,1SNA118499R2300,ЭЛЕКТРОМЕХАНИКА,"Изолятор торцевой FEM 6D для клеммников МА2.5/5D, М4/6D Enterlec",шт,9,12.0,36.19
41698,41698,ЭЛЕКТРОМЕХАНИКА,"Перемычка BJMI5 IP20 для MA2,5 3 пол.",шт,10,4.0,78.34
11420,11420,ЭЛЕКТРОМЕХАНИКА,"CT-AHD мод. эл. реле времени с зад. при откл. (0,05с-100 ч.)",шт,1,,4344.2
18590,COS1SFA611100R2006,ЭЛЕКТРОМЕХАНИКА,Кнопка черная МР1-20В без фикс. без подсветки (только корпус),шт,3,205.0,288.5
18589,18589,ЭЛЕКТРОМЕХАНИКА,Кнопка красная МРМТ3-10R грибок с усил. фикс. 40 мм отпускание поворотом,шт,2,,777.45
18280,18280,ЭЛЕКТРОМЕХАНИКА,Кнопка зеленая MP1-20G без фикс. без подсветки (только корпус),шт,1,93.0,288.5
36096,7320500307816,ЭЛЕКТРОМЕХАНИКА,Контактный блок MCB-10B для монтажа в бокс 1НО,шт,19,,212.84
23887,23887,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ L 18 Вт 220 В 67 синяя G13 (Osram),шт,20,,500.02
23884,23884,ЭЛЕКТРОМЕХАНИКА,Лампа ЛЛ L 18 Вт 220 В 60 красная G13 (Osram),шт,50,,560.04
257723,257723,ЭЛЕКТРОМЕХАНИКА,Реле РТЛ-1007-2-25А,шт,1,,0.0
136912,136912,ЭЛЕКТРОМЕХАНИКА,Болт М 8х45 (20 шт),упак,5,,3.81
24437,24437,ЭЛЕКТРОМЕХАНИКА,Перекл. М2SS5-20B (длинн. ручка) черн. 2-х поз. с фиксацией без пдсв. (только корпус),шт,1,,707.04
10311,10311,ЭЛЕКТРОМЕХАНИКА,"Трансформатор ОСОВ 0,25 кВА 220 / 36 в корпусе IP54",шт,1,,1560.0
30549,30549,ЭЛЕКТРОМЕХАНИКА,"Трансформатор ЯТП 0,25 кВА 220 / 12 в корпусе IP54",шт,1,,2340.0
131158,1035500,ЭЛЕКТРОМЕХАНИКА,1035500 Щит с монтажной панелью ЩМП 200х300х155 мм IP66 Rittal,шт,1,,4708.6
50062,50062,ЭЛЕКТРОМЕХАНИКА,Рукоятка OHRS9/1 (ABB),шт,3,77.0,334.42
40834,1SCA108688R1001,ЭЛЕКТРОМЕХАНИКА,"Ручка прям. монтажа красная OHRS3/1 для OTF3/F4 16...125,OTF_C 16...80",шт,2,,253.01
44192,44192,ЭЛЕКТРОМЕХАНИКА,Ручка на дверь I-O чёрная OHB80J6 для ОТЕЗ 160...250 IP65 (ABB),шт,1,17.0,1632.49
41054,41054,ЭЛЕКТРОМЕХАНИКА,"Ручка прям. монтажа чёрная OHBS3/1 для OTF3/F4 16...125, OTF_C 16 ... 80 (ABB)",шт,1,,253.01
209456,4606056183450,ЭЛЕКТРОМЕХАНИКА,Внешний угол КМН 60х60 IEK,шт,40,,0.0
257647,257647,ЭЛЕКТРОМЕХАНИКА,Выключатель автоматический ВА 51-25 340010-R00-УХЛ3 20А,шт,1,,1956.78
